"","connection","date","time","from","to","vehicle","occupancy","line","from.station","from.name","from.longitude","from.latitude","from.avg_stop_times","from.prov","from.count","from.groups","from.k","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.station","to.name","to.longitude","to.latitude","to.avg_stop_times","to.prov","to.count","to.groups","to.k","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","occ_binary","date_time","hour","min","min_of_day","day_of_week","dist_morning_rush","dist_evening_rush","dist_rush","from_bruss","to_bruss","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","to_from_maj_hub","in_group","in_group_maj","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12"
"50","8812005/20160728/IC1518",2016-07-29,"12:43:57 PM","008812005","008831765","IC1518","low","l.36","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008831765","Genk",5.497685,50.967057,39.476878612717,"Limburg",41,"g5","k = 11",132,"mg3","N","N","0",2016-07-29 13:00:00,13,0,780,"Friday",5,5,5,"Y","N","Y","IC",16,21,69,23,10,"wt.353","Y","N","N",339.871387283239,343,"N","N","N","N","N","N","N"
"51","008891173/20160729/L563",2016-07-29,"01:03:35 PM","008891173","008891629","L563","low","l.51","008891173","Zeebrugge-Strand",3.186666,51.324549,5.7456647398844,"West-Vlaanderen",0,"g11","k = 11",183,"mg2","N","Y","008891629","Lissewege",3.194505,51.294714,13.263005780347,"West-Vlaanderen",19,"g11","k = 11",183,"mg4","N","N","0",2016-07-29 13:00:00,13,0,780,"Friday",5,5,5,"N","N","N","L",28,20,67,22,10,"wt.353","N","Y","N",9.5043352601157,9.5,"N","N","N","N","N","N","N"
"52","008891629/20160729/L563",2016-07-29,"01:03:40 PM","008891629","008891033","L563","low","l.51","008891629","Lissewege",3.194505,51.294714,13.263005780347,"West-Vlaanderen",19,"g11","k = 11",183,"mg4","N","N","008891033","Brugge-Sint-Pieters",3.201795,51.223115,13.263005780347,"West-Vlaanderen",19,"g11","k = 11",183,"mg4","N","N","0",2016-07-29 13:00:00,13,0,780,"Friday",5,5,5,"N","N","N","L",28,20,67,22,10,"wt.353","N","Y","Y",13.263005780347,19,"N","N","N","N","N","N","N"
"53","008891033/20160729/L563",2016-07-29,"01:03:46 PM","008891033","008891009","L563","low","l.51","008891033","Brugge-Sint-Pieters",3.201795,51.223115,13.263005780347,"West-Vlaanderen",19,"g11","k = 11",183,"mg4","N","N","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","0",2016-07-29 13:00:00,13,0,780,"Friday",5,5,5,"N","N","N","L",28,20,67,22,10,"wt.353","N","Y","N",88.8410404624285,101,"N","N","N","N","N","N","N"
"54","008812211/20160729/S42183",2016-07-29,"01:09:36 PM","008812211","008812047","S42183","low","l.50","008812211","Sint-Agatha-Berchem/Berchem-Sainte-Agathe",4.289895,50.872625,39.121387283237,"Bruxelles",30,"g8","k = 11",334,"mg4","N","N","008812047","Jette",4.32622,50.880833,95.676300578035,"Bruxelles",63,"g9","k = 11",660,"mg1","N","N","0",2016-07-29 13:00:00,13,0,780,"Friday",5,5,5,"N","N","N","S",17,21,69,23,10,"wt.353","N","N","N",67.398843930636,46.5,"N","N","N","N","N","N","N"
"55","008812047/20160729/IC3235",2016-07-29,"01:25:15 PM","008812047","008813003","IC3235","low","l.0","008812047","Jette",4.32622,50.880833,95.676300578035,"Bruxelles",63,"g9","k = 11",660,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-07-29 13:00:00,13,0,780,"Friday",5,5,5,"N","Y","Y","IC",20,21,69,23,10,"wt.353","Y","Y","N",364.920520231212,352,"N","N","N","N","N","N","N"
"56","008891009/20160729/IC2813",2016-07-29,"01:45:50 PM","008891009","008891140","IC2813","low","l.50A","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","008891140","Aalter",3.447848,51.092295,78.488439306358,"Oost-Vlaanderen",91,"g2","k = 11",343,"mg1","N","N","0",2016-07-29 14:00:00,14,0,840,"Friday",6,4,4,"N","N","N","IC",7,21,66,22,10,"wt.353","N","N","Y",121.453757225434,137,"N","N","N","N","N","N","N"
"57","008812211/20160729/S102089",2016-07-29,"06:43:23 PM","008812211","008813003","S102089","low","l.0","008812211","Sint-Agatha-Berchem/Berchem-Sainte-Agathe",4.289895,50.872625,39.121387283237,"Bruxelles",30,"g8","k = 11",334,"mg4","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-07-29 19:00:00,19,0,1140,"Friday",11,1,1,"N","Y","Y","S",15,21,75,19,10,"wt.116","Y","N","N",336.643063583814,335.5,"N","N","N","N","N","N","N"
"58","8892007/20160730/IC3631",2016-07-30,"10:30:05 AM","008892007","008892205","IC3631","medium","l.75-73","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008892205","Lichtervelde",3.127212,51.025163,53.095375722543,"West-Vlaanderen",64,"g11","k = 11",183,"mg1","N","N","0",2016-07-30 11:00:00,11,0,660,"Saturday",3,7,3,"N","N","N","IC",28,18,75,8,10,"wt.122","Y","N","N",181.054913294797,203.5,"N","N","N","N","Y","N","N"
"59","8892007/20160730/IC509",2016-07-30,"10:44:26 AM","008892007","008813003","IC509","low","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-07-30 11:00:00,11,0,660,"Saturday",3,7,3,"N","Y","Y","IC",11,18,75,8,10,"wt.122","Y","N","Y",471.58959537572,492,"N","N","N","N","N","N","N"
"60","8892007/20160730/IC1509",2016-07-30,"10:45:10 AM","008892007","008813003","IC1509","low","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-07-30 11:00:00,11,0,660,"Saturday",3,7,3,"N","Y","Y","IC",16,18,75,8,10,"wt.122","Y","N","Y",471.58959537572,492,"N","N","N","N","N","N","N"
"61","008811189/20160730/IC3336",2016-07-30,"03:15:19 PM","008811189","008813003","IC3336","high","l.25","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","1",2016-07-30 15:00:00,15,0,900,"Saturday",7,3,3,"N","Y","Y","IC",14,21,74,9,9,"wt.176","Y","Y","N",382.28901734104,378.5,"N","N","N","Y","N","N","N"
"62","008811189/20160730/IC3114",2016-07-30,"03:15:46 PM","008811189","008821121","IC3114","low","l.25","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"g9","k = 11",660,"mg1","N","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","0",2016-07-30 15:00:00,15,0,900,"Saturday",7,3,3,"N","N","N","IC",10,21,74,9,9,"wt.176","Y","N","N",276.028901734105,219,"N","N","N","Y","N","N","N"
"63","008822004/20160730/IC3114",2016-07-30,"03:42:22 PM","008822004","008822343","IC3114","low","l.25","008822004","Mechelen",4.482785,51.017648,306.52312138728,"Antwerpen",253,"g3","k = 11",300,"mg5","Y","N","008822343","Mechelen-Nekkerspoel",4.489914,51.029883,91.372832369942,"Antwerpen",76,"g3","k = 11",300,"mg1","N","N","0",2016-07-30 16:00:00,16,0,960,"Saturday",8,2,2,"N","N","N","IC",10,19,80,9,10,"wt.353","Y","Y","N",198.947976878611,164.5,"N","N","N","N","N","N","N"
"64","008822343/20160730/IC3114",2016-07-30,"03:42:27 PM","008822343","008821238","IC3114","low","l.25","008822343","Mechelen-Nekkerspoel",4.489914,51.029883,91.372832369942,"Antwerpen",76,"g3","k = 11",300,"mg1","N","N","008821238","Mortsel-Oude God",4.455737,51.171256,64.893063583815,"Antwerpen",40,"g8","k = 11",334,"mg3","N","N","0",2016-07-30 16:00:00,16,0,960,"Saturday",8,2,2,"N","N","N","IC",10,19,80,9,10,"wt.353","N","N","N",78.1329479768785,58,"N","N","N","N","N","N","N"
"65","008821238/20160730/IC3114",2016-07-30,"03:42:32 PM","008821238","008821121","IC3114","low","l.25","008821238","Mortsel-Oude God",4.455737,51.171256,64.893063583815,"Antwerpen",40,"g8","k = 11",334,"mg3","N","N","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","0",2016-07-30 16:00:00,16,0,960,"Saturday",8,2,2,"N","N","N","IC",10,19,80,7,10,"wt.353","Y","Y","N",243.268786127168,181,"N","N","N","N","N","N","N"
"66","008821121/20160730/IC4236",2016-07-30,"03:57:46 PM","008821121","008821600","IC4236","medium","l.15","008821121","Antwerpen-Berchem",4.432221,51.19923,421.64450867052,"Antwerpen",322,"g8","k = 11",334,"mg5","Y","N","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","0",2016-07-30 16:00:00,16,0,960,"Saturday",8,2,2,"N","N","N","IC",6,19,80,7,10,"wt.353","Y","N","N",288.028901734105,210,"N","N","N","N","N","N","N"
"67","008821600/20160730/IC4236",2016-07-30,"04:07:45 PM","008821600","008821659","IC4236","medium","l.15","008821600","Lier",4.560614,51.135758,154.41329479769,"Antwerpen",98,"g3","k = 11",300,"mg1","N","N","008821659","Kessel",4.618459,51.151057,29.56936416185,"Antwerpen",10,"g3","k = 11",300,"mg2","N","Y","0",2016-07-30 16:00:00,16,0,960,"Saturday",8,2,2,"N","N","N","IC",6,19,80,7,10,"wt.353","N","Y","N",91.99132947977,54,"N","N","N","N","N","N","N"
"68","8812005/20160728/IC1518",2016-07-31,"04:39:07 PM","008812005","008831765","IC1518","low","l.36","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008831765","Genk",5.497685,50.967057,39.476878612717,"Limburg",41,"g5","k = 11",132,"mg3","N","N","0",2016-07-31 17:00:00,17,0,1020,"Sunday",9,1,1,"Y","N","Y","IC",16,20,66,18,9,"wt.176","Y","N","N",339.871387283239,343,"N","N","N","N","N","N","N"
"69","8812005/20160728/IC1518",2016-07-31,"04:39:14 PM","008812005","008831765","IC1518","low","l.36","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008831765","Genk",5.497685,50.967057,39.476878612717,"Limburg",41,"g5","k = 11",132,"mg3","N","N","0",2016-07-31 17:00:00,17,0,1020,"Sunday",9,1,1,"Y","N","Y","IC",16,20,66,18,9,"wt.176","Y","N","N",339.871387283239,343,"N","N","N","N","N","N","N"
"70","8891009/20160731/IC2318",2016-07-31,"07:31:07 PM","008891009","008891009","IC2318","high","l.50A","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","008891009","Brugge",3.216726,51.197226,164.41907514451,"West-Vlaanderen",183,"g11","k = 11",183,"mg1","N","N","1",2016-07-31 20:00:00,20,0,1200,"Sunday",12,2,2,"N","N","N","IC",16,18,62,11,10,"wt.113","N","Y","Y",164.41907514451,183,"N","N","N","N","N","N","N"
"71","008821907/20160731/IC4220",2016-07-31,"09:02:35 PM","008821907","008821717","IC4220","low","l.other","008821907","Turnhout",4.937415,51.322032,48.526011560694,"Antwerpen",33,"g3","k = 11",300,"mg3","N","N","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","0",2016-07-31 21:00:00,21,0,1260,"Sunday",11,3,3,"N","N","N","IC",6,16,83,9,10,"wt.113","N","Y","N",74.917630057802,47.5,"N","N","N","N","N","N","N"
"72","008821717/20160731/IC4420",2016-07-31,"09:02:50 PM","008821717","008832458","IC4420","medium","l.15","008821717","Herentals",4.829535,51.181513,101.30924855491,"Antwerpen",62,"g3","k = 11",300,"mg1","N","N","008832458","Olen",4.847585,51.188057,45.528901734104,"Antwerpen",28,"g3","k = 11",300,"mg4","N","N","0",2016-07-31 21:00:00,21,0,1260,"Sunday",11,3,3,"N","N","N","IC",15,16,82,8,10,"wt.113","N","Y","N",73.419075144507,45,"N","N","N","N","N","N","N"
"73","008832409/20160731/IC4420",2016-07-31,"09:02:55 PM","008832409","008832045","IC4420","low","l.15","008832409","Mol",5.116336,51.19105,59.751445086705,"Antwerpen",28,"g5","k = 11",132,"mg4","N","N","008832045","Balen",5.164986,51.169099,28.393063583815,"Antwerpen",3,"g5","k = 11",132,"mg2","N","Y","0",2016-07-31 21:00:00,21,0,1260,"Sunday",11,3,3,"N","N","N","IC",15,14,84,9,10,"wt.113","N","Y","N",44.07225433526,15.5,"N","N","N","N","N","N","N"
"74","008891140/20160801/IC2814",2016-08-01,"04:38:21 PM","008891140","008892007","IC2814","low","l.50A","008891140","Aalter",3.447848,51.092295,78.488439306358,"Oost-Vlaanderen",91,"g2","k = 11",343,"mg1","N","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-08-01 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",7,20,52,18,10,"wt.116","Y","Y","N",193.751445086704,217,"N","N","N","N","N","N","N"
"75","008891140/20160801/IC2814",2016-08-01,"04:38:21 PM","008891140","008892007","IC2814","low","l.50A","008891140","Aalter",3.447848,51.092295,78.488439306358,"Oost-Vlaanderen",91,"g2","k = 11",343,"mg1","N","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-08-01 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",7,20,52,18,10,"wt.116","Y","Y","N",193.751445086704,217,"N","N","N","N","N","N","N"
"76","008892007/20160801/IC736",2016-08-01,"04:38:54 PM","008892007","008893120","IC736","low","l.59","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008893120","Gent-Dampoort",3.740591,51.056365,80.534682080925,"Oost-Vlaanderen",85,"g2","k = 11",343,"mg1","N","N","0",2016-08-01 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",15,20,51,8,10,"wt.353","Y","Y","N",194.774566473988,214,"N","N","N","N","N","N","N"
"77","008892007/20160801/IC736",2016-08-01,"04:38:54 PM","008892007","008893120","IC736","low","l.59","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008893120","Gent-Dampoort",3.740591,51.056365,80.534682080925,"Oost-Vlaanderen",85,"g2","k = 11",343,"mg1","N","N","0",2016-08-01 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",15,20,51,8,10,"wt.353","Y","Y","N",194.774566473988,214,"N","N","N","N","N","N","N"
"78","008893120/20160801/IC736",2016-08-01,"04:39:00 PM","008893120","008894201","IC736","low","l.59","008893120","Gent-Dampoort",3.740591,51.056365,80.534682080925,"Oost-Vlaanderen",85,"g2","k = 11",343,"mg1","N","N","008894201","Lokeren",3.987794,51.108062,103.95664739884,"Oost-Vlaanderen",98,"g8","k = 11",334,"mg1","N","N","0",2016-08-01 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",15,20,51,8,10,"wt.353","N","N","Y",92.2456647398825,91.5,"N","N","N","N","N","N","N"
"79","008893120/20160801/IC736",2016-08-01,"04:39:00 PM","008893120","008894201","IC736","low","l.59","008893120","Gent-Dampoort",3.740591,51.056365,80.534682080925,"Oost-Vlaanderen",85,"g2","k = 11",343,"mg1","N","N","008894201","Lokeren",3.987794,51.108062,103.95664739884,"Oost-Vlaanderen",98,"g8","k = 11",334,"mg1","N","N","0",2016-08-01 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",15,20,51,8,10,"wt.353","N","N","Y",92.2456647398825,91.5,"N","N","N","N","N","N","N"
"80","008894201/20160801/IC736",2016-08-01,"04:39:08 PM","008894201","008894508","IC736","low","l.59","008894201","Lokeren",3.987794,51.108062,103.95664739884,"Oost-Vlaanderen",98,"g8","k = 11",334,"mg1","N","N","008894508","Sint-Niklaas",4.142966,51.171472,127.5838150289,"Oost-Vlaanderen",108,"g8","k = 11",334,"mg1","N","N","0",2016-08-01 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",15,19,53,4,10,"wt.353","N","Y","Y",115.77023121387,103,"N","N","N","N","N","N","N"
"81","008894201/20160801/IC736",2016-08-01,"04:39:08 PM","008894201","008894508","IC736","low","l.59","008894201","Lokeren",3.987794,51.108062,103.95664739884,"Oost-Vlaanderen",98,"g8","k = 11",334,"mg1","N","N","008894508","Sint-Niklaas",4.142966,51.171472,127.5838150289,"Oost-Vlaanderen",108,"g8","k = 11",334,"mg1","N","N","0",2016-08-01 17:00:00,17,0,1020,"Monday",9,1,1,"N","N","N","IC",15,19,53,4,10,"wt.353","N","Y","Y",115.77023121387,103,"N","N","N","N","N","N","N"
"82","008831005/20160802/IC2231",2016-08-02,"09:11:32 AM","008831005","008814001","IC2231","low","l.35","008831005","Hasselt",5.327627,50.930822,180.59826589595,"Limburg",132,"g5","k = 11",132,"mg1","N","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","0",2016-08-02 09:00:00,9,0,540,"Tuesday",1,9,1,"N","Y","Y","IC",17,16,94,18,7,"wt.302","Y","N","N",433.606936416185,396,"N","N","N","N","N","N","N"
"83","008831005/20160802/IC2231",2016-08-02,"09:11:32 AM","008831005","008814001","IC2231","low","l.35","008831005","Hasselt",5.327627,50.930822,180.59826589595,"Limburg",132,"g5","k = 11",132,"mg1","N","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","0",2016-08-02 09:00:00,9,0,540,"Tuesday",1,9,1,"N","Y","Y","IC",17,16,94,18,7,"wt.302","Y","N","N",433.606936416185,396,"N","N","N","N","N","N","N"
"84","8892007/20160802/IC508",2016-08-02,"09:39:50 AM","008892007","008814001","IC508","low","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"N","Y","Y","IC",11,16,96,22,9,"wt.296","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N"
"85","8892007/20160802/IC508",2016-08-02,"09:39:50 AM","008892007","008814001","IC508","low","l.50","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"N","Y","Y","IC",11,16,96,22,9,"wt.296","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N"
"86","008812005/20160802/IC2231",2016-08-02,"10:12:37 AM","008812005","008813003","IC2231","low","l.0","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"Y","Y","Y","IC",17,16,94,24,9,"wt.296","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"87","008812005/20160802/IC2231",2016-08-02,"10:12:37 AM","008812005","008813003","IC2231","low","l.0","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","008813003","Brussel-Centraal/Bruxelles-Central",4.356801,50.845658,634.16473988439,"Bruxelles",641,"g9","k = 11",660,"mg5","Y","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"Y","Y","Y","IC",17,16,94,24,9,"wt.296","Y","Y","Y",637.215317919075,643,"N","N","N","N","N","N","N"
"88","008833209/20160802/IC2231",2016-08-02,"10:12:43 AM","008833209","008812005","IC2231","low","l.36","008833209","Aarschot",4.824043,50.984406,123.80057803468,"Vlaams Brabant",110,"g3","k = 11",300,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"N","Y","Y","IC",17,16,94,21,7,"wt.302","Y","N","N",382.03323699422,377.5,"N","N","N","Y","N","N","N"
"89","008833209/20160802/IC2231",2016-08-02,"10:12:43 AM","008833209","008812005","IC2231","low","l.36","008833209","Aarschot",4.824043,50.984406,123.80057803468,"Vlaams Brabant",110,"g3","k = 11",300,"mg1","N","N","008812005","Brussel-Noord/Bruxelles-Nord",4.360846,50.859663,640.26589595376,"Bruxelles",645,"g9","k = 11",660,"mg5","Y","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"N","Y","Y","IC",17,16,94,21,7,"wt.302","Y","N","N",382.03323699422,377.5,"N","N","N","Y","N","N","N"
"90","008831401/20160802/IC2231",2016-08-02,"10:12:46 AM","008831401","008833209","IC2231","low","l.35","008831401","Diest",5.050031,50.993341,84.919075144509,"Vlaams Brabant",78,"g3","k = 11",300,"mg1","N","N","008833209","Aarschot",4.824043,50.984406,123.80057803468,"Vlaams Brabant",110,"g3","k = 11",300,"mg1","N","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"N","N","N","IC",17,16,95,20,7,"wt.302","N","Y","Y",104.359826589594,94,"N","Y","N","Y","N","N","N"
"91","008831401/20160802/IC2231",2016-08-02,"10:12:46 AM","008831401","008833209","IC2231","low","l.35","008831401","Diest",5.050031,50.993341,84.919075144509,"Vlaams Brabant",78,"g3","k = 11",300,"mg1","N","N","008833209","Aarschot",4.824043,50.984406,123.80057803468,"Vlaams Brabant",110,"g3","k = 11",300,"mg1","N","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"N","N","N","IC",17,16,95,20,7,"wt.302","N","Y","Y",104.359826589594,94,"N","Y","N","Y","N","N","N"
"92","008814001/20160802/IC2831",2016-08-02,"10:21:57 AM","008814001","008892007","IC2831","low","l.50","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"Y","N","Y","IC",7,16,94,24,9,"wt.296","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N"
"93","008814001/20160802/IC2831",2016-08-02,"10:21:57 AM","008814001","008892007","IC2831","low","l.50","008814001","Brussel-Zuid/Bruxelles-Midi",4.336531,50.835707,686.61560693642,"Bruxelles",660,"g9","k = 11",660,"mg5","Y","N","008892007","Gent-Sint-Pieters",3.710675,51.035896,309.01445086705,"Oost-Vlaanderen",343,"g2","k = 11",343,"mg5","Y","N","0",2016-08-02 10:00:00,10,0,600,"Tuesday",2,8,2,"Y","N","Y","IC",7,16,94,24,9,"wt.296","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N"
