"","occ_binary","line","hour","day_of_week","dist_rush","to_from_bruss","vehicle_type","nr_of_stops","temperature","humidity","windspeed","visibility","weather_type","from.avg_stop_times","from.prov","from.count","from.groups","from.maxcount","from.maj_groups","from.major_hub","from.non_hub","to.avg_stop_times","to.prov","to.count","to.groups","to.maxcount","to.maj_groups","to.major_hub","to.non_hub","to_from_maj_hub","tf_avg_stop","tf_count","to.Hainut","to.VlaamsBrabant","from.Hainut","from.VlaamsBrabant","line7573","line66","line12","in_group","in_group_maj"
"97","L","l.59",11,"Tuesday",3,"N","IC",15,16,95,22,8,"wt.296",103.95664739884,"Oost-Vlaanderen",98,"g8",334,"mg1","N","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N","N",92.2456647398825,91.5,"N","N","N","N","N","N","N","N","Y"
"98","L","l.59",11,"Tuesday",3,"N","IC",15,17,96,22,8,"wt.296",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",194.774566473988,214,"N","N","N","N","N","N","N","Y","N"
"99","L","l.59",11,"Tuesday",3,"N","IC",15,17,96,22,8,"wt.296",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",194.774566473988,214,"N","N","N","N","N","N","N","Y","N"
"100","L","l.50A",12,"Tuesday",4,"N","IC",11,17,96,21,8,"wt.302",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"101","L","l.50A",12,"Tuesday",4,"N","IC",11,17,96,21,8,"wt.302",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"102","H","l.50",14,"Tuesday",4,"Y","IC",16,18,95,20,8,"wt.302",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"103","H","l.50",14,"Tuesday",4,"Y","IC",16,18,95,20,8,"wt.302",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"104","L","l.35",14,"Tuesday",4,"Y","IC",17,17,93,21,9,"wt.296",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",410.432080924855,388.5,"N","N","N","N","N","N","N","N","N"
"105","L","l.35",14,"Tuesday",4,"Y","IC",17,17,93,21,9,"wt.296",180.59826589595,"Limburg",132,"g5",132,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",410.432080924855,388.5,"N","N","N","N","N","N","N","N","N"
"106","L","l.59",16,"Tuesday",2,"N","IC",15,18,94,20,9,"wt.296",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N","Y",194.774566473988,214,"N","N","N","N","N","N","N","Y","N"
"107","L","l.59",16,"Tuesday",2,"N","IC",15,18,94,20,9,"wt.296",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N","Y",194.774566473988,214,"N","N","N","N","N","N","N","Y","N"
"108","L","l.59",16,"Tuesday",2,"N","IC",15,18,94,20,9,"wt.296",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N",103.95664739884,"Oost-Vlaanderen",98,"g8",334,"mg1","N","N","N",92.2456647398825,91.5,"N","N","N","N","N","N","N","N","Y"
"109","L","l.59",16,"Tuesday",2,"N","IC",15,18,94,20,9,"wt.296",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N",103.95664739884,"Oost-Vlaanderen",98,"g8",334,"mg1","N","N","N",92.2456647398825,91.5,"N","N","N","N","N","N","N","N","Y"
"110","L","l.59",16,"Tuesday",2,"N","IC",15,18,94,19,9,"wt.296",103.95664739884,"Oost-Vlaanderen",98,"g8",334,"mg1","N","N",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N","N",115.77023121387,103,"N","N","N","N","N","N","N","Y","Y"
"111","L","l.59",16,"Tuesday",2,"N","IC",15,18,94,19,9,"wt.296",103.95664739884,"Oost-Vlaanderen",98,"g8",334,"mg1","N","N",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N","N",115.77023121387,103,"N","N","N","N","N","N","N","Y","Y"
"112","L","l.59",16,"Tuesday",2,"N","IC",10,18,93,20,9,"wt.296",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N","Y",274.258670520232,209.5,"N","N","N","N","N","N","N","N","N"
"113","L","l.59",16,"Tuesday",2,"N","IC",10,18,93,20,9,"wt.296",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N","Y",274.258670520232,209.5,"N","N","N","N","N","N","N","N","N"
"114","L","l.59",16,"Tuesday",2,"N","IC",15,18,94,19,9,"wt.296",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",274.61416184971,215,"N","N","N","N","N","N","N","Y","N"
"115","L","l.59",16,"Tuesday",2,"N","IC",15,18,94,19,9,"wt.296",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",274.61416184971,215,"N","N","N","N","N","N","N","Y","N"
"116","L","l.4",16,"Tuesday",2,"N","IC",15,18,93,20,9,"wt.296",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",444.81358381503,328,"N","N","N","N","N","N","N","Y","Y"
"117","L","l.4",16,"Tuesday",2,"N","IC",15,18,93,20,9,"wt.296",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",444.81358381503,328,"N","N","N","N","N","N","N","Y","Y"
"118","L","l.4",17,"Tuesday",1,"N","IC",6,17,94,20,7,"wt.296",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",444.81358381503,328,"N","N","N","N","N","N","N","Y","Y"
"119","L","l.4",17,"Tuesday",1,"N","IC",6,17,94,20,7,"wt.296",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",444.81358381503,328,"N","N","N","N","N","N","N","Y","Y"
"120","L","l.15",17,"Tuesday",1,"N","IC",6,17,94,20,7,"wt.296",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N","Y",288.028901734105,210,"N","N","N","N","N","N","N","N","N"
"121","L","l.15",17,"Tuesday",1,"N","IC",6,17,94,20,7,"wt.296",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N","Y",288.028901734105,210,"N","N","N","N","N","N","N","N","N"
"122","L","l.15",17,"Tuesday",1,"N","IC",6,18,93,19,7,"wt.296",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N","N",127.8612716763,80,"N","N","N","N","N","N","N","Y","Y"
"123","L","l.15",17,"Tuesday",1,"N","IC",6,18,93,19,7,"wt.296",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N","N",127.8612716763,80,"N","N","N","N","N","N","N","Y","Y"
"124","L","l.other",18,"Tuesday",0,"N","IC",6,16,94,18,4,"wt.266",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N","N",48.526011560694,33,"N","N","N","N","N","N","N","Y","Y"
"125","L","l.other",18,"Tuesday",0,"N","IC",6,16,94,18,4,"wt.266",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N","N",48.526011560694,33,"N","N","N","N","N","N","N","Y","Y"
"126","H","l.27",1,"Wednesday",7,"Y","IC",6,18,96,16,2,"wt.266",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",367.570809248557,346.5,"N","N","N","N","N","N","N","N","N"
"127","H","l.27",1,"Wednesday",7,"Y","IC",6,18,96,16,2,"wt.266",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",367.570809248557,346.5,"N","N","N","N","N","N","N","N","N"
"128","H","l.27",1,"Wednesday",7,"Y","IC",6,18,96,16,2,"wt.266",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",367.570809248557,346.5,"N","N","N","N","N","N","N","N","N"
"129","H","l.27",1,"Wednesday",7,"Y","IC",6,18,96,16,2,"wt.266",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",367.570809248557,346.5,"N","N","N","N","N","N","N","N","N"
"130","L","l.36",14,"Wednesday",4,"Y","IC",16,19,93,19,8,"wt.302",39.476878612717,"Limburg",41,"g5",132,"mg3","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",363.046242774568,350.5,"N","N","N","N","N","N","N","N","N"
"131","L","l.36",14,"Wednesday",4,"Y","IC",16,19,93,19,8,"wt.302",39.476878612717,"Limburg",41,"g5",132,"mg3","N","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",363.046242774568,350.5,"N","N","N","N","N","N","N","N","N"
"132","L","l.other",10,"Thursday",2,"N","IC",6,19,83,21,10,"wt.176",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N","N",48.526011560694,33,"N","N","N","N","N","N","N","Y","Y"
"133","L","l.other",10,"Thursday",2,"N","IC",6,19,83,21,10,"wt.176",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N","N",74.917630057802,47.5,"N","N","N","N","N","N","N","Y","N"
"134","L","l.15",10,"Thursday",2,"N","IC",6,19,81,21,10,"wt.122",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N","N",127.8612716763,80,"N","N","N","N","N","N","N","Y","Y"
"135","L","l.15",10,"Thursday",2,"N","IC",6,19,81,21,10,"wt.122",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",288.028901734105,210,"N","N","N","N","N","N","N","N","N"
"136","L","l.59",10,"Thursday",2,"N","IC",10,19,81,22,10,"wt.176",71.193641618497,"Antwerpen",54,"g8",334,"mg3","N","N",48.208092485549,"Oost-Vlaanderen",41,"g8",334,"mg3","N","N","N",59.700867052023,47.5,"N","N","N","N","N","N","N","Y","Y"
"137","L","l.59",11,"Thursday",3,"N","IC",10,19,74,21,10,"wt.176",127.5838150289,"Oost-Vlaanderen",108,"g8",334,"mg1","N","N",103.95664739884,"Oost-Vlaanderen",98,"g8",334,"mg1","N","N","N",115.77023121387,103,"N","N","N","N","N","N","N","Y","Y"
"138","L","l.59",11,"Thursday",3,"N","IC",10,19,74,21,10,"wt.176",103.95664739884,"Oost-Vlaanderen",98,"g8",334,"mg1","N","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N","N",92.2456647398825,91.5,"N","N","N","N","N","N","N","N","Y"
"139","L","l.59",11,"Thursday",3,"N","IC",10,20,71,21,10,"wt.176",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N","Y",194.774566473988,214,"N","N","N","N","N","N","N","Y","N"
"140","L","l.50A",11,"Thursday",3,"N","IC",10,20,71,21,10,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","Y",236.71676300578,263,"N","N","N","N","N","N","N","N","N"
"141","L","l.50A",12,"Thursday",4,"N","IC",10,19,61,19,10,"wt.353",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N",59.895953757225,"West-Vlaanderen",84,"g11",183,"mg1","N","N","N",112.157514450867,133.5,"N","N","N","N","N","N","N","Y","Y"
"142","L","l.50A",13,"Thursday",5,"N","IC",12,20,68,26,9,"wt.176",59.895953757225,"West-Vlaanderen",84,"g11",183,"mg1","N","N",164.41907514451,"West-Vlaanderen",183,"g11",183,"mg1","N","N","N",112.157514450867,133.5,"N","N","N","N","N","N","N","Y","Y"
"143","L","l.50",13,"Thursday",5,"Y","IC",12,21,62,21,10,"wt.353",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"144","L","l.0",14,"Thursday",4,"Y","IC",12,20,72,23,10,"wt.176",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"145","L","l.36",14,"Thursday",4,"Y","IC",12,20,72,23,10,"wt.176",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",496.09104046243,472.5,"N","Y","N","N","N","N","N","N","Y"
"146","L","l.60",14,"Thursday",4,"N","S",28,20,72,23,10,"wt.176",38.589595375723,"Vlaams Brabant",36,"g8",334,"mg3","N","N",19.433526011561,"Bruxelles",22,"g9",660,"mg4","N","N","N",29.011560693642,29,"N","N","N","Y","N","N","N","N","N"
"147","L","l.36",14,"Thursday",4,"N","IC",12,20,71,21,10,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",269.12427745665,"Liège",119,"g6",119,"mg1","N","N","Y",310.520231213875,209.5,"N","N","N","Y","N","N","N","N","N"
"148","L","l.36",16,"Thursday",2,"N","IC",11,20,74,17,10,"wt.116",269.12427745665,"Liège",119,"g6",119,"mg1","N","N",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N","Y",310.520231213875,209.5,"N","Y","N","N","N","N","N","N","N"
"149","L","l.35",17,"Thursday",1,"N","IC",7,20,73,17,9,"wt.176",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",66.71676300578,"Vlaams Brabant",49,"g3",300,"mg3","N","N","Y",209.31647398844,174.5,"N","Y","N","Y","N","N","N","Y","N"
"150","L","l.35",17,"Thursday",1,"N","IC",7,20,73,17,9,"wt.176",66.71676300578,"Vlaams Brabant",49,"g3",300,"mg3","N","N",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N","N",95.25867052023,79.5,"N","Y","N","Y","N","N","N","Y","N"
"151","L","l.16",17,"Thursday",1,"N","IC",7,20,73,17,9,"wt.176",123.80057803468,"Vlaams Brabant",110,"g3",300,"mg1","N","N",53.060693641618,"Antwerpen",36,"g3",300,"mg3","N","N","N",88.430635838149,73,"N","N","N","Y","N","N","N","Y","N"
"152","L","l.50",17,"Thursday",1,"Y","IC",28,21,63,18,9,"wt.176",309.01445086705,"Oost-Vlaanderen",343,"g2",343,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",497.815028901735,501.5,"N","N","N","N","N","N","N","N","Y"
"153","L","l.16",17,"Thursday",1,"N","IC",7,21,71,17,9,"wt.176",53.060693641618,"Antwerpen",36,"g3",300,"mg3","N","N",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N","N",103.736994219654,67,"N","N","N","N","N","N","N","Y","N"
"154","L","l.15",17,"Thursday",1,"N","IC",7,21,71,17,9,"wt.176",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",288.028901734105,210,"N","N","N","N","N","N","N","N","N"
"155","L","l.15",17,"Thursday",1,"N","IC",17,21,71,17,9,"wt.176",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N","N",127.8612716763,80,"N","N","N","N","N","N","N","Y","Y"
"156","L","l.other",19,"Thursday",1,"N","IC",17,20,77,14,10,"wt.176",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N","N",74.917630057802,47.5,"N","N","N","N","N","N","N","Y","N"
"157","L","l.other",19,"Thursday",1,"N","IC",17,20,79,13,10,"wt.353",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N","N",48.526011560694,33,"N","N","N","N","N","N","N","Y","Y"
"158","L","l.35",12,"Friday",4,"N","L",9,21,71,18,10,"wt.353",351.9161849711,"Vlaams Brabant",300,"g3",300,"mg5","Y","N",28.393063583815,"Limburg",3,"g5",132,"mg2","N","Y","Y",190.154624277457,151.5,"N","N","N","Y","N","N","N","N","N"
"159","L","l.15",13,"Sunday",5,"N","IC",15,24,64,17,10,"wt.116",28.393063583815,"Limburg",3,"g5",132,"mg2","N","Y",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",248.187861271677,168.5,"N","N","N","N","N","N","N","N","N"
"160","L","l.15",13,"Sunday",5,"N","IC",11,22,72,18,10,"wt.122",45.528901734104,"Antwerpen",28,"g3",300,"mg4","N","N",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N","Y",256.755780346822,181,"N","N","N","N","N","N","N","N","N"
"161","L","l.118",16,"Sunday",2,"N","IC",6,22,75,15,10,"wt.353",213.74566473988,"Hainaut",79,"g10",97,"mg1","N","N",213.74566473988,"Hainaut",79,"g10",97,"mg1","N","N","N",213.74566473988,79,"Y","N","Y","N","N","N","N","Y","Y"
"164","L","l.other",10,"Monday",2,"N","IC",17,19,82,20,2,"wt.266",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N","N",48.526011560694,33,"N","N","N","N","N","N","N","Y","Y"
"165","L","l.other",10,"Monday",2,"N","IC",17,19,82,20,2,"wt.266",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N","N",74.917630057802,47.5,"N","N","N","N","N","N","N","Y","N"
"166","L","l.15",10,"Monday",2,"N","IC",17,19,80,19,10,"wt.176",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N","N",127.8612716763,80,"N","N","N","N","N","N","N","Y","Y"
"167","L","l.25",11,"Monday",3,"N","IC",17,20,80,19,10,"wt.176",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",230.468208092485,175.5,"N","N","N","N","N","N","N","Y","N"
"168","L","l.25",11,"Monday",3,"N","IC",17,20,79,19,10,"wt.176",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N","Y",218.468208092485,184.5,"N","Y","N","N","N","N","N","N","N"
"169","L","l.25",11,"Monday",3,"Y","IC",17,20,81,19,10,"wt.176",130.41329479769,"Vlaams Brabant",116,"g9",660,"mg1","N","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",385.339595375725,380.5,"N","N","N","Y","N","N","N","Y","N"
"170","L","l.0",11,"Monday",3,"Y","IC",17,20,82,19,10,"wt.176",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"171","L","l.0",11,"Monday",3,"Y","IC",17,20,82,19,10,"wt.176",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"172","L","l.96",12,"Monday",4,"N","IC",17,21,85,19,10,"wt.353",182.09826589595,"Vlaams Brabant",139,"g9",660,"mg1","N","N",76.800578034682,"Brabant Wallon",50,"g9",660,"mg3","N","N","N",129.449421965316,94.5,"N","N","N","Y","N","N","N","Y","N"
"173","L","l.96",12,"Monday",4,"N","IC",17,21,85,19,10,"wt.353",76.800578034682,"Brabant Wallon",50,"g9",660,"mg3","N","N",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N","N",118.471098265896,73.5,"Y","N","N","N","N","N","N","N","N"
"174","L","l.108",12,"Monday",4,"N","IC",17,20,87,18,10,"wt.353",160.14161849711,"Hainaut",97,"g10",97,"mg1","N","N",49.303468208092,"Hainaut",24,"g10",97,"mg4","N","N","N",104.722543352601,60.5,"Y","N","Y","N","N","N","N","Y","N"
"175","L","l.108",12,"Monday",4,"N","IC",17,20,87,18,10,"wt.353",49.303468208092,"Hainaut",24,"g10",97,"mg4","N","N",55.445086705202,"Hainaut",22,"g10",97,"mg4","N","N","N",52.374277456647,23,"Y","N","Y","N","N","N","N","Y","Y"
"176","L","l.118",13,"Monday",5,"N","IC",7,22,88,18,10,"wt.353",113.46242774566,"Hainaut",35,"g10",97,"mg3","N","N",213.74566473988,"Hainaut",79,"g10",97,"mg1","N","N","N",163.60404624277,57,"Y","N","Y","N","N","N","N","Y","N"
"177","L","l.124",15,"Monday",3,"N","IC",11,21,76,17,9,"wt.176",123.60693641618,"Hainaut",60,"g10",97,"mg1","N","N",101.96242774566,"Hainaut",54,"g10",97,"mg3","N","N","N",112.78468208092,57,"Y","N","Y","N","N","N","N","Y","N"
"178","L","l.124",15,"Monday",3,"N","IC",11,21,76,17,9,"wt.176",101.96242774566,"Hainaut",54,"g10",97,"mg3","N","N",96.329479768786,"Brabant Wallon",86,"g9",660,"mg1","N","N","N",99.145953757223,70,"N","N","Y","N","N","N","N","N","N"
"179","L","l.124",15,"Monday",3,"N","IC",11,21,76,17,9,"wt.176",96.329479768786,"Brabant Wallon",86,"g9",660,"mg1","N","N",98.78612716763,"Brabant Wallon",92,"g9",660,"mg1","N","N","N",97.557803468208,89,"N","N","N","N","N","N","N","Y","Y"
"180","L","l.0",16,"Monday",2,"Y","IC",11,22,57,19,9,"wt.176",686.61560693642,"Bruxelles",660,"g9",660,"mg5","Y","N",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N","Y",660.390173410405,650.5,"N","N","N","N","N","N","N","Y","Y"
"181","L","l.0",16,"Monday",2,"Y","IC",11,22,57,19,9,"wt.176",634.16473988439,"Bruxelles",641,"g9",660,"mg5","Y","N",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N","Y",637.215317919075,643,"N","N","N","N","N","N","N","Y","Y"
"182","L","l.25",16,"Monday",2,"Y","IC",11,22,57,19,9,"wt.176",640.26589595376,"Bruxelles",645,"g9",660,"mg5","Y","N",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N","Y",473.39450867052,449,"N","N","N","N","N","N","N","N","Y"
"183","L","l.25",16,"Monday",2,"N","IC",11,22,53,19,9,"wt.176",306.52312138728,"Antwerpen",253,"g3",300,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",364.0838150289,287.5,"N","N","N","N","N","N","N","N","Y"
"184","L","l.4",17,"Monday",1,"N","IC",6,21,59,20,10,"wt.116",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N","Y",444.81358381503,328,"N","N","N","N","N","N","N","Y","Y"
"185","L","l.15",17,"Monday",1,"N","IC",6,21,59,20,10,"wt.116",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N","Y",288.028901734105,210,"N","N","N","N","N","N","N","N","N"
"186","L","l.15",17,"Monday",1,"N","IC",6,21,60,18,10,"wt.353",154.41329479769,"Antwerpen",98,"g3",300,"mg1","N","N",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N","N",127.8612716763,80,"N","N","N","N","N","N","N","Y","Y"
"187","L","l.other",17,"Monday",1,"N","IC",6,21,60,18,10,"wt.353",101.30924855491,"Antwerpen",62,"g3",300,"mg1","N","N",48.526011560694,"Antwerpen",33,"g3",300,"mg3","N","N","N",74.917630057802,47.5,"N","N","N","N","N","N","N","Y","N"
"188","L","l.15",12,"Tuesday",4,"N","IC",11,19,62,22,9,"wt.176",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",28.393063583815,"Limburg",3,"g5",132,"mg2","N","Y","Y",248.187861271677,168.5,"N","N","N","N","N","N","N","N","N"
"189","L","l.15",12,"Tuesday",4,"N","IC",11,19,62,22,9,"wt.176",467.98265895954,"Antwerpen",334,"g8",334,"mg5","Y","N",28.393063583815,"Limburg",3,"g5",132,"mg2","N","Y","Y",248.187861271677,168.5,"N","N","N","N","N","N","N","N","N"
"190","L","l.59",17,"Tuesday",1,"N","IC",15,18,60,20,9,"wt.176",421.64450867052,"Antwerpen",322,"g8",334,"mg5","Y","N",80.534682080925,"Oost-Vlaanderen",85,"g2",343,"mg1","N","N","Y",251.089595375722,203.5,"N","N","N","N","N","N","N","N","N"
"191","H","l.161",18,"Tuesday",0,"Y","IC",15,17,67,19,10,"wt.113",97.349710982659,"Bruxelles",116,"g9",660,"mg1","N","N",253.4710982659,"Brabant Wallon",114,"g4",114,"mg1","N","N","N",175.410404624279,115,"N","N","N","N","N","N","N","N","Y"
